gene_symbol	MANE_transcript	ClinVar_PL_record_count	semantic_class_prePAExact	public_label	curated_display_gene	low_record_burden_flag	browser_status	detail_page	unit_count	best_single_exon_coverage_fraction	best_adjacent_exon_block_coverage_fraction	best_downstream_CDS_implantation_coverage_fraction
AFF4	ENST00000265343.10	7	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/AFF4.html	115	1.000000	1.000000	1.000000
AFG2A	ENST00000274008.5	98	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/AFG2A.html	85	0.214286	0.448980	0.969388
AFG2B	ENST00000305560.11	21	compact_adjacent_exon_block_opportunity	Compact exon/block opportunity	false	false	all-mapped enumerated	genes/AFG2B.html	37	0.285714	0.714286	0.714286
AFG3L2	ENST00000269143.8	66	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/AFG3L2.html	91	0.318182	0.545455	0.984848
AFP	ENST00000395792.7	3	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/AFP.html	78	0.333333	0.666667	1.000000
AGA	ENST00000264595.7	118	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/AGA.html	43	0.211864	0.720339	0.813559
AGBL5	ENST00000360131.5	41	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/AGBL5.html	79	0.170732	0.609756	1.000000
AGGF1	ENST00000312916.12	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/AGGF1.html	73	1.000000	1.000000	0.000000
AGK	ENST00000649286.2	50	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/AGK.html	85	0.140000	0.400000	1.000000
AGL	ENST00000361915.8	624	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	true	false	all-mapped enumerated; curated display gene	genes/AGL.html	193	0.056090	0.201923	1.000000
AGMAT	ENST00000375826.4	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/AGMAT.html	31	1.000000	1.000000	1.000000
AGMO	ENST00000342526.8	5	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/AGMO.html	67	0.400000	0.800000	1.000000
AGO1	ENST00000373204.6	16	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/AGO1.html	103	0.375000	0.625000	1.000000
AGO2	ENST00000220592.10	17	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/AGO2.html	103	0.235294	0.470588	1.000000
AGPAT2	ENST00000371696.7	33	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/AGPAT2.html	25	0.212121	0.878788	0.909091
AGPAT3	ENST00000291572.13	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/AGPAT3.html	49	1.000000	1.000000	1.000000
AGPAT5	ENST00000285518.11	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/AGPAT5.html	37	1.000000	1.000000	1.000000
AGPS	ENST00000264167.11	30	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/AGPS.html	109	0.166667	0.400000	1.000000
AGR2	ENST00000419304.7	8	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/AGR2.html	37	0.250000	0.875000	1.000000
AGRN	ENST00000379370.7	67	high_coverage_downstream_CDS_but_donor_or_context_burden	High-coverage context-burden opportunity	false	false	all-mapped enumerated	genes/AGRN.html	205	0.089552	0.268657	0.955224
AGT	ENST00000366667.6	17	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/AGT.html	19	0.470588	1.000000	1.000000
AGTPBP1	ENST00000357081.8	23	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/AGTPBP1.html	145	0.130435	0.434783	1.000000
AGTR1	ENST00000349243.8	13	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/AGTR1.html	8	0.923077	0.923077	1.000000
AGXT	ENST00000307503.4	335	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	true	false	all-mapped enumerated; curated display gene	genes/AGXT.html	55	0.185075	0.558209	0.889552
AHCY	ENST00000217426.7	19	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/AHCY.html	49	0.210526	0.789474	0.947368
AHDC1	ENST00000673934.1	175	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/AHDC1.html	42	1.000000	1.000000	1.000000
AHI1	ENST00000265602.11	268	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	true	false	all-mapped enumerated; curated display gene	genes/AHI1.html	162	0.108209	0.320896	1.000000
AHR	ENST00000242057.9	9	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/AHR.html	55	0.555556	0.888889	1.000000
AHSG	ENST00000411641.7	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/AHSG.html	31	1.000000	1.000000	1.000000
AICDA	ENST00000229335.11	35	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/AICDA.html	19	0.600000	1.000000	1.000000
AIFM1	ENST00000287295.8	47	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/AIFM1.html	85	0.170213	0.468085	0.978723
AIMP1	ENST00000672341.1	20	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/AIMP1.html	31	0.250000	0.950000	1.000000
AIMP2	ENST00000223029.8	7	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/AIMP2.html	13	0.571429	1.000000	0.428571
AIP	ENST00000279146.8	66	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/AIP.html	25	0.196970	0.787879	0.833333
AIPL1	ENST00000381129.8	80	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/AIPL1.html	25	0.262500	0.875000	0.887500
AIRE	ENST00000291582.6	227	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	true	false	all-mapped enumerated; curated display gene	genes/AIRE.html	73	0.162996	0.458150	0.845815
AK1	ENST00000644144.2	11	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/AK1.html	31	0.454545	1.000000	1.000000
AK2	ENST00000672715.1	33	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/AK2.html	25	0.454545	0.848485	0.848485
AK9	ENST00000424296.7	3	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/AK9.html	235	0.333333	0.666667	1.000000
AKAP19	ENST00000340623.4	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/AKAP19.html	4	0.000000	0.000000	0.000000
AKAP3	ENST00000228850.6	2	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/AKAP3.html	25	0.500000	1.000000	1.000000
AKAP9	ENST00000356239.8	4	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/AKAP9.html	289	0.500000	0.750000	1.000000
AKR1C2	ENST00000380753.9	4	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/AKR1C2.html	43	0.250000	0.750000	1.000000
AKR1D1	ENST00000242375.8	25	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/AKR1D1.html	43	0.280000	0.600000	1.000000
AKT1	ENST00000649815.2	4	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/AKT1.html	79	0.750000	0.750000	1.000000
AKT2	ENST00000392038.7	2	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/AKT2.html	73	0.500000	0.500000	1.000000
AKT3	ENST00000673466.1	13	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/AKT3.html	73	0.230769	0.615385	1.000000
ALAD	ENST00000409155.8	6	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/ALAD.html	61	0.166667	0.500000	1.000000
ALAS2	ENST00000650242.1	50	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/ALAS2.html	55	0.220000	0.680000	1.000000
ALB	ENST00000295897.9	20	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/ALB.html	78	0.200000	0.450000	0.850000
ALDH18A1	ENST00000371224.7	59	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/ALDH18A1.html	97	0.152542	0.440678	1.000000
ALDH1A2	ENST00000249750.9	4	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/ALDH1A2.html	67	0.250000	0.750000	1.000000
ALDH1A3	ENST00000329841.10	24	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/ALDH1A3.html	67	0.125000	0.500000	1.000000
ALDH1B1	ENST00000377698.4	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/ALDH1B1.html	4	1.000000	1.000000	1.000000
ALDH3A1	ENST00000225740.11	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/ALDH3A1.html	55	1.000000	1.000000	1.000000
ALDH3A2	ENST00000176643.11	178	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/ALDH3A2.html	49	0.157303	0.584270	0.893258
ALDH4A1	ENST00000375341.8	25	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/ALDH4A1.html	79	0.200000	0.520000	0.920000
ALDH5A1	ENST00000357578.8	146	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/ALDH5A1.html	49	0.191781	0.657534	0.815068
ALDH6A1	ENST00000553458.6	7	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/ALDH6A1.html	61	0.428571	0.714286	1.000000
ALDH7A1	ENST00000409134.8	184	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/ALDH7A1.html	97	0.125000	0.320652	0.951087
ALDOA	ENST00000642816.3	11	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/ALDOA.html	49	0.181818	0.818182	1.000000
ALDOB	ENST00000647789.2	138	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/ALDOB.html	43	0.210145	0.695652	0.992754
ALG1	ENST00000262374.10	120	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/ALG1.html	67	0.158333	0.416667	0.900000
ALG10	ENST00000266483.7	2	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/ALG10.html	8	1.000000	1.000000	1.000000
ALG11	ENST00000521508.2	18	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/ALG11.html	13	0.500000	1.000000	0.833333
ALG12	ENST00000330817.11	44	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/ALG12.html	49	0.159091	0.659091	1.000000
ALG13	ENST00000394780.8	11	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/ALG13.html	151	0.272727	0.727273	0.909091
ALG14	ENST00000370205.6	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/ALG14.html	13	1.000000	1.000000	1.000000
ALG2	ENST00000476832.2	11	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/ALG2.html	4	0.545455	1.000000	0.454545
ALG3	ENST00000397676.8	37	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/ALG3.html	43	0.189189	0.675676	0.837838
ALG5	ENST00000239891.4	8	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/ALG5.html	49	0.625000	0.625000	1.000000
ALG6	ENST00000263440.6	149	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/ALG6.html	79	0.167785	0.449664	1.000000
ALG8	ENST00000299626.10	63	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/ALG8.html	67	0.158730	0.523810	1.000000
