gene_symbol	MANE_transcript	ClinVar_PL_record_count	public_label_v5	low_record_burden_flag	unit_count	best_single_exon_coverage_fraction	best_adjacent_exon_block_coverage_fraction	best_downstream_CDS_implantation_coverage_fraction	detail_page
ALG9	ENST00000616540.5	36	Compact downstream-CDS record-coverage hypothesis	false	79	0.138889	0.416667	0.916667	genes/ALG9.html
ALK	ENST00000389048.8	19	Low-record-burden interpretation-limited	true	163	0.473684	0.894737	0.947368	genes/ALK.html
ALKBH8	ENST00000428149.7	8	Low-record-burden interpretation-limited	true	61	0.375000	1.000000	1.000000	genes/ALKBH8.html
ALMS1	ENST00000613296.6	999	Downstream-CDS high-coverage with context burden	false	127	0.451451	0.617618	0.962963	genes/ALMS1.html
ALOX12B	ENST00000647874.1	150	Compact downstream-CDS record-coverage hypothesis	false	79	0.146667	0.380000	0.940000	genes/ALOX12B.html
ALOXE3	ENST00000448843.7	66	Compact downstream-CDS record-coverage hypothesis	false	85	0.181818	0.409091	1.000000	genes/ALOXE3.html
ALPI	ENST00000295463.4	1	Low-record-burden interpretation-limited	true	55	1.000000	1.000000	1.000000	genes/ALPI.html
ALPK1	ENST00000650871.1	3	Low-record-burden interpretation-limited	true	85	0.666667	1.000000	1.000000	genes/ALPK1.html
ALPK3	ENST00000258888.6	267	Compact downstream-CDS record-coverage hypothesis	false	73	0.389513	0.782772	0.958801	genes/ALPK3.html
ALPL	ENST00000374840.8	532	Compact downstream-CDS record-coverage hypothesis	false	61	0.135338	0.496241	1.000000	genes/ALPL.html
ALS2	ENST00000264276.11	119	Compact downstream-CDS record-coverage hypothesis	false	193	0.176471	0.352941	1.000000	genes/ALS2.html
ALX1	ENST00000316824.4	3	Low-record-burden interpretation-limited	true	13	0.333333	1.000000	0.666667	genes/ALX1.html
ALX3	ENST00000647563.2	10	Low-record-burden interpretation-limited	true	13	0.700000	1.000000	1.000000	genes/ALX3.html
ALX4	ENST00000652299.1	21	Compact local exon/block record cluster	false	13	0.380952	1.000000	0.619048	genes/ALX4.html
AMACR	ENST00000335606.11	4	Low-record-burden interpretation-limited	true	19	0.250000	1.000000	0.750000	genes/AMACR.html
AMBN	ENST00000322937.10	5	Low-record-burden interpretation-limited	true	67	0.400000	0.600000	1.000000	genes/AMBN.html
AMD1	ENST00000368885.8	5	Low-record-burden interpretation-limited	true	43	0.000000	0.000000	0.000000	genes/AMD1.html
AMDHD2	ENST00000293971.11	1	Low-record-burden interpretation-limited	true	55	0.000000	0.000000	0.000000	genes/AMDHD2.html
AMELX	ENST00000380714.7	19	Low-record-burden interpretation-limited	true	25	0.368421	0.947368	1.000000	genes/AMELX.html
AMER1	ENST00000374869.8	45	Compact downstream-CDS record-coverage hypothesis	false	4	0.955556	0.955556	1.000000	genes/AMER1.html
AMER3	ENST00000321420.5	1	Low-record-burden interpretation-limited	true	4	1.000000	1.000000	1.000000	genes/AMER3.html
AMFR	ENST00000290649.10	7	Low-record-burden interpretation-limited	true	73	0.285714	0.571429	0.714286	genes/AMFR.html
AMH	ENST00000221496.5	30	Compact local exon/block record cluster	false	19	0.466667	1.000000	0.766667	genes/AMH.html
AMHR2	ENST00000257863.9	40	Compact downstream-CDS record-coverage hypothesis	false	55	0.225000	0.525000	0.950000	genes/AMHR2.html
AMMECR1	ENST00000262844.10	14	Low-record-burden interpretation-limited	true	25	0.357143	0.928571	0.642857	genes/AMMECR1.html
AMN	ENST00000299155.10	75	Compact downstream-CDS record-coverage hypothesis	false	61	0.146667	0.453333	0.960000	genes/AMN.html
AMOT	ENST00000371959.9	1	Low-record-burden interpretation-limited	true	73	1.000000	1.000000	1.000000	genes/AMOT.html
AMOTL1	ENST00000433060.3	5	Low-record-burden interpretation-limited	true	67	0.800000	1.000000	1.000000	genes/AMOTL1.html
AMPD1	ENST00000520113.7	2	Low-record-burden interpretation-limited	true	85	0.500000	1.000000	1.000000	genes/AMPD1.html
AMPD2	ENST00000528667.7	49	Compact downstream-CDS record-coverage hypothesis	false	103	0.163265	0.367347	1.000000	genes/AMPD2.html
AMPD3	ENST00000396553.7	3	Low-record-burden interpretation-limited	true	79	0.333333	0.666667	1.000000	genes/AMPD3.html
AMT	ENST00000273588.9	146	Compact downstream-CDS record-coverage hypothesis	false	43	0.178082	0.547945	0.890411	genes/AMT.html
AMTN	ENST00000339336.9	1	Low-record-burden interpretation-limited	true	43	0.000000	0.000000	1.000000	genes/AMTN.html
ANAPC1	ENST00000341068.8	3	Low-record-burden interpretation-limited	true	277	0.333333	0.333333	1.000000	genes/ANAPC1.html
ANAPC15	ENST00000227618.9	8	Low-record-burden interpretation-limited	true	25	0.000000	0.000000	1.000000	genes/ANAPC15.html
ANAPC7	ENST00000455511.9	1	Low-record-burden interpretation-limited	true	55	0.000000	0.000000	1.000000	genes/ANAPC7.html
ANG	ENST00000397990.5	7	Low-record-burden interpretation-limited	true	4	1.000000	1.000000	1.000000	genes/ANG.html
ANGPT2	ENST00000629816.3	4	Low-record-burden interpretation-limited	true	43	0.500000	1.000000	1.000000	genes/ANGPT2.html
ANGPTL3	ENST00000371129.4	14	Low-record-burden interpretation-limited	true	31	0.428571	0.714286	0.571429	genes/ANGPTL3.html
ANK1	ENST00000289734.13	497	Downstream-CDS high-coverage with context burden	false	246	0.090543	0.219316	0.991952	genes/ANK1.html
ANK2	ENST00000357077.9	90	Downstream-CDS high-coverage with context burden	false	265	0.466667	0.544444	0.988889	genes/ANK2.html
ANK3	ENST00000280772.7	29	Downstream-CDS high-coverage with context burden	false	252	0.344828	0.413793	0.965517	genes/ANK3.html
ANKH	ENST00000284268.8	14	Low-record-burden interpretation-limited	true	61	0.285714	0.642857	0.785714	genes/ANKH.html
ANKLE2	ENST00000357997.10	8	Low-record-burden interpretation-limited	true	67	0.375000	0.500000	1.000000	genes/ANKLE2.html
ANKRD11	ENST00000301030.10	652	Downstream-CDS high-coverage with context burden	false	67	0.852761	0.934049	1.000000	genes/ANKRD11.html
ANKRD17	ENST00000358602.9	46	Downstream-CDS high-coverage with context burden	false	193	0.195652	0.304348	0.978261	genes/ANKRD17.html
ANKRD24	ENST00000318934.9	1	Low-record-burden interpretation-limited	true	121	1.000000	1.000000	1.000000	genes/ANKRD24.html
ANKRD26	ENST00000376087.5	13	Low-record-burden interpretation-limited	true	193	0.846154	0.846154	0.153846	genes/ANKRD26.html
ANKRD31	ENST00000506364.6	3	Low-record-burden interpretation-limited	true	145	0.333333	1.000000	1.000000	genes/ANKRD31.html
ANKRD36	ENST00000420699.9	2	Low-record-burden interpretation-limited	true	444	0.500000	1.000000	1.000000	genes/ANKRD36.html
ANKRD37	ENST00000335174.6	2	Low-record-burden interpretation-limited	true	18	0.000000	0.000000	1.000000	genes/ANKRD37.html
ANKRD44	ENST00000282272.15	1	Low-record-burden interpretation-limited	true	157	0.000000	0.000000	1.000000	genes/ANKRD44.html
ANKS1B	ENST00000683438.2	1	Low-record-burden interpretation-limited	true	151	1.000000	1.000000	1.000000	genes/ANKS1B.html
ANKS3	ENST00000304283.9	1	Low-record-burden interpretation-limited	true	96	1.000000	1.000000	1.000000	genes/ANKS3.html
ANKS6	ENST00000353234.5	35	Compact downstream-CDS record-coverage hypothesis	false	79	0.228571	0.485714	0.885714	genes/ANKS6.html
ANLN	ENST00000265748.7	2	Low-record-burden interpretation-limited	true	133	0.500000	1.000000	1.000000	genes/ANLN.html
ANO1	ENST00000355303.10	3	Low-record-burden interpretation-limited	true	145	0.333333	0.666667	1.000000	genes/ANO1.html
ANO10	ENST00000292246.8	78	Compact downstream-CDS record-coverage hypothesis	false	67	0.243590	0.615385	0.961538	genes/ANO10.html
ANO3	ENST00000256737.8	12	Low-record-burden interpretation-limited	true	151	0.333333	0.750000	1.000000	genes/ANO3.html
ANO4	ENST00000392977.8	7	Low-record-burden interpretation-limited	true	156	0.571429	0.714286	1.000000	genes/ANO4.html
ANO5	ENST00000324559.9	183	Compact downstream-CDS record-coverage hypothesis	false	121	0.092896	0.333333	0.994536	genes/ANO5.html
ANO6	ENST00000320560.13	36	Compact downstream-CDS record-coverage hypothesis	false	109	0.194444	0.416667	1.000000	genes/ANO6.html
ANOS1	ENST00000262648.8	95	Compact downstream-CDS record-coverage hypothesis	false	73	0.178947	0.442105	0.821053	genes/ANOS1.html
ANTXR1	ENST00000303714.9	10	Low-record-burden interpretation-limited	true	97	0.100000	0.400000	1.000000	genes/ANTXR1.html
ANTXR2	ENST00000403729.7	37	Compact downstream-CDS record-coverage hypothesis	false	91	0.189189	0.540541	0.918919	genes/ANTXR2.html
ANXA11	ENST00000422982.8	6	Low-record-burden interpretation-limited	true	85	0.833333	1.000000	1.000000	genes/ANXA11.html
ANXA7	ENST00000372921.10	1	Low-record-burden interpretation-limited	true	67	1.000000	1.000000	1.000000	genes/ANXA7.html
AOPEP	ENST00000375315.8	191	Compact downstream-CDS record-coverage hypothesis	false	90	0.020942	0.036649	1.000000	genes/AOPEP.html
AP1B1	ENST00000357586.7	12	Low-record-burden interpretation-limited	true	127	0.166667	0.500000	1.000000	genes/AP1B1.html
AP1G1	ENST00000299980.9	24	Compact downstream-CDS record-coverage hypothesis	false	127	0.250000	0.416667	1.000000	genes/AP1G1.html
AP1G2	ENST00000397120.8	1	Low-record-burden interpretation-limited	true	121	1.000000	1.000000	1.000000	genes/AP1G2.html
AP1S1	ENST00000337619.11	9	Low-record-burden interpretation-limited	true	19	0.666667	1.000000	1.000000	genes/AP1S1.html
AP1S2	ENST00000672987.1	25	Compact downstream-CDS record-coverage hypothesis	false	25	0.520000	1.000000	1.000000	genes/AP1S2.html
AP2M1	ENST00000292807.9	1	Low-record-burden interpretation-limited	true	61	1.000000	1.000000	1.000000	genes/AP2M1.html
AP2S1	ENST00000263270.11	3	Low-record-burden interpretation-limited	true	19	1.000000	1.000000	1.000000	genes/AP2S1.html
AP3B1	ENST00000255194.11	73	Compact downstream-CDS record-coverage hypothesis	false	151	0.123288	0.328767	1.000000	genes/AP3B1.html
AP3B2	ENST00000535359.6	49	Compact downstream-CDS record-coverage hypothesis	false	151	0.163265	0.346939	0.938776	genes/AP3B2.html
AP3D1	ENST00000643116.3	1	Low-record-burden interpretation-limited	true	181	1.000000	1.000000	1.000000	genes/AP3D1.html
AP4B1	ENST00000369569.6	62	Compact downstream-CDS record-coverage hypothesis	false	49	0.241935	0.661290	0.983871	genes/AP4B1.html
AP4E1	ENST00000261842.10	32	Compact downstream-CDS record-coverage hypothesis	false	115	0.125000	0.343750	1.000000	genes/AP4E1.html
AP4M1	ENST00000359593.9	62	Compact downstream-CDS record-coverage hypothesis	false	79	0.129032	0.403226	0.919355	genes/AP4M1.html
AP4S1	ENST00000542754.7	24	Compact downstream-CDS record-coverage hypothesis	false	25	0.416667	1.000000	1.000000	genes/AP4S1.html
AP5B1	ENST00000532090.3	4	Low-record-burden interpretation-limited	true	4	1.000000	1.000000	1.000000	genes/AP5B1.html
AP5M1	ENST00000261558.8	2	Low-record-burden interpretation-limited	true	37	0.500000	1.000000	1.000000	genes/AP5M1.html
AP5Z1	ENST00000649063.2	71	Compact downstream-CDS record-coverage hypothesis	false	91	0.126761	0.394366	1.000000	genes/AP5Z1.html
APBB1	ENST00000609360.6	2	Low-record-burden interpretation-limited	true	79	0.000000	0.000000	1.000000	genes/APBB1.html
APC	ENST00000257430.9	2556	Tumor-predisposition control/caution	false	85	0.638498	0.755086	0.995696	genes/APC.html
APC2	ENST00000590469.6	24	Downstream-CDS high-coverage with context burden	false	79	0.416667	0.583333	1.000000	genes/APC2.html
APCDD1	ENST00000355285.10	1	Low-record-burden interpretation-limited	true	19	1.000000	1.000000	0.000000	genes/APCDD1.html
APOA1	ENST00000236850.5	33	Compact downstream-CDS record-coverage hypothesis	false	13	0.636364	0.969697	1.000000	genes/APOA1.html
APOA2	ENST00000367990.7	3	Low-record-burden interpretation-limited	true	13	0.666667	1.000000	1.000000	genes/APOA2.html
APOA4	ENST00000357780.5	2	Low-record-burden interpretation-limited	true	8	0.500000	1.000000	1.000000	genes/APOA4.html
APOA5	ENST00000227665.9	14	Low-record-burden interpretation-limited	true	8	0.785714	1.000000	0.928571	genes/APOA5.html
APOB	ENST00000233242.5	248	Downstream-CDS high-coverage with context burden	false	163	0.544355	0.669355	0.983871	genes/APOB.html
APOC2	ENST00000252490.7	18	Low-record-burden interpretation-limited	true	13	0.444444	1.000000	1.000000	genes/APOC2.html
APOC3	ENST00000227667.8	3	Low-record-burden interpretation-limited	true	13	0.666667	0.666667	1.000000	genes/APOC3.html
APOE	ENST00000252486.9	20	Compact downstream-CDS record-coverage hypothesis	false	13	0.850000	1.000000	1.000000	genes/APOE.html
APOH	ENST00000205948.11	1	Low-record-burden interpretation-limited	true	37	1.000000	1.000000	1.000000	genes/APOH.html
APOO	ENST00000379226.9	1	Low-record-burden interpretation-limited	true	42	1.000000	1.000000	1.000000	genes/APOO.html
APP	ENST00000346798.8	27	Compact downstream-CDS record-coverage hypothesis	false	97	0.814815	1.000000	1.000000	genes/APP.html
APPL1	ENST00000288266.8	2	Low-record-burden interpretation-limited	true	121	0.500000	1.000000	1.000000	genes/APPL1.html
APRT	ENST00000378364.8	77	Compact downstream-CDS record-coverage hypothesis	false	19	0.298701	0.948052	0.896104	genes/APRT.html
APTX	ENST00000379817.7	40	Compact downstream-CDS record-coverage hypothesis	false	37	0.475000	0.950000	1.000000	genes/APTX.html
AQP1	ENST00000311813.11	3	Low-record-burden interpretation-limited	true	13	0.666667	1.000000	0.666667	genes/AQP1.html
AQP2	ENST00000199280.4	75	Compact local exon/block record cluster	false	13	0.333333	1.000000	0.693333	genes/AQP2.html
AQP4	ENST00000383168.9	2	Low-record-burden interpretation-limited	true	19	0.500000	1.000000	1.000000	genes/AQP4.html
AQP5	ENST00000293599.7	5	Low-record-burden interpretation-limited	true	13	0.400000	1.000000	0.600000	genes/AQP5.html
AR	ENST00000374690.9	365	Compact local exon/block record cluster	false	37	0.309589	0.717808	0.695890	genes/AR.html
ARCN1	ENST00000264028.5	29	Compact downstream-CDS record-coverage hypothesis	false	49	0.206897	0.689655	1.000000	genes/ARCN1.html
ARF1	ENST00000272102.10	12	Low-record-burden interpretation-limited	true	19	0.333333	1.000000	1.000000	genes/ARF1.html
ARF3	ENST00000256682.9	10	Low-record-burden interpretation-limited	true	19	0.400000	1.000000	1.000000	genes/ARF3.html
ARFGEF1	ENST00000262215.8	79	Downstream-CDS high-coverage with context burden	false	223	0.063291	0.164557	0.987342	genes/ARFGEF1.html
ARFGEF2	ENST00000371917.5	23	Compact downstream-CDS record-coverage hypothesis	false	223	0.130435	0.260870	0.956522	genes/ARFGEF2.html
ARG1	ENST00000368087.8	138	Compact downstream-CDS record-coverage hypothesis	false	37	0.202899	0.644928	0.920290	genes/ARG1.html
ARHGAP11A	ENST00000361627.8	1	Low-record-burden interpretation-limited	true	61	1.000000	1.000000	1.000000	genes/ARHGAP11A.html
ARHGAP19	ENST00000358531.9	4	Low-record-burden interpretation-limited	true	61	0.750000	1.000000	1.000000	genes/ARHGAP19.html
ARHGAP21	ENST00000396432.7	1	Low-record-burden interpretation-limited	true	145	1.000000	1.000000	1.000000	genes/ARHGAP21.html
ARHGAP29	ENST00000260526.11	7	Low-record-burden interpretation-limited	true	127	0.285714	0.714286	1.000000	genes/ARHGAP29.html
ARHGAP31	ENST00000264245.9	4	Low-record-burden interpretation-limited	true	61	0.750000	1.000000	1.000000	genes/ARHGAP31.html
ARHGAP32	ENST00000682385.1	2	Low-record-burden interpretation-limited	true	127	0.500000	0.500000	1.000000	genes/ARHGAP32.html
ARHGAP35	ENST00000672722.1	17	Low-record-burden interpretation-limited	true	31	0.823529	0.882353	1.000000	genes/ARHGAP35.html
ARHGAP4	ENST00000350060.10	1	Low-record-burden interpretation-limited	true	121	0.000000	0.000000	1.000000	genes/ARHGAP4.html
ARHGAP5	ENST00000345122.8	2	Low-record-burden interpretation-limited	true	31	1.000000	1.000000	1.000000	genes/ARHGAP5.html
ARHGAP6	ENST00000337414.9	19	Low-record-burden interpretation-limited	true	67	0.000000	0.000000	1.000000	genes/ARHGAP6.html
ARHGDIA	ENST00000269321.12	4	Low-record-burden interpretation-limited	true	25	0.750000	1.000000	1.000000	genes/ARHGDIA.html
ARHGEF10L	ENST00000361221.8	1	Low-record-burden interpretation-limited	true	163	1.000000	1.000000	1.000000	genes/ARHGEF10L.html
ARHGEF15	ENST00000361926.8	1	Low-record-burden interpretation-limited	true	85	1.000000	1.000000	1.000000	genes/ARHGEF15.html
ARHGEF18	ENST00000668164.2	27	Compact downstream-CDS record-coverage hypothesis	false	163	0.148148	0.370370	1.000000	genes/ARHGEF18.html
ARHGEF2	ENST00000361247.9	1	Low-record-burden interpretation-limited	true	121	1.000000	1.000000	1.000000	genes/ARHGEF2.html
ARHGEF25	ENST00000286494.9	1	Low-record-burden interpretation-limited	true	79	1.000000	1.000000	1.000000	genes/ARHGEF25.html
ARHGEF26	ENST00000465093.6	1	Low-record-burden interpretation-limited	true	79	1.000000	1.000000	1.000000	genes/ARHGEF26.html
ARHGEF9	ENST00000671741.2	51	Compact downstream-CDS record-coverage hypothesis	false	49	0.215686	0.686275	0.980392	genes/ARHGEF9.html
ARID1A	ENST00000324856.13	141	Downstream-CDS high-coverage with context burden	false	109	0.241135	0.411348	0.851064	genes/ARID1A.html
ARID1B	ENST00000636930.2	566	Downstream-CDS high-coverage with context burden	false	109	0.252650	0.468198	0.872792	genes/ARID1B.html
ARID2	ENST00000334344.11	101	Downstream-CDS high-coverage with context burden	false	115	0.455446	0.613861	1.000000	genes/ARID2.html
ARID4A	ENST00000355431.8	1	Low-record-burden interpretation-limited	true	133	1.000000	1.000000	1.000000	genes/ARID4A.html
ARIH2	ENST00000356401.9	1	Low-record-burden interpretation-limited	true	85	1.000000	1.000000	1.000000	genes/ARIH2.html
ARL13B	ENST00000394222.8	40	Compact downstream-CDS record-coverage hypothesis	false	49	0.275000	0.850000	0.975000	genes/ARL13B.html
ARL14EP	ENST00000282032.4	1	Low-record-burden interpretation-limited	true	13	1.000000	1.000000	1.000000	genes/ARL14EP.html
ARL16	ENST00000622299.5	1	Low-record-burden interpretation-limited	true	19	1.000000	1.000000	0.000000	genes/ARL16.html
ARL2	ENST00000246747.9	1	Low-record-burden interpretation-limited	true	19	1.000000	1.000000	0.000000	genes/ARL2.html
ARL2BP	ENST00000219204.8	16	Low-record-burden interpretation-limited	true	25	0.375000	0.937500	0.812500	genes/ARL2BP.html
ARL3	ENST00000260746.6	2	Low-record-burden interpretation-limited	true	25	0.500000	1.000000	1.000000	genes/ARL3.html
ARL6	ENST00000463745.6	50	Compact downstream-CDS record-coverage hypothesis	false	37	0.200000	0.820000	1.000000	genes/ARL6.html
ARL6IP1	ENST00000304414.12	7	Low-record-burden interpretation-limited	true	25	0.285714	0.857143	1.000000	genes/ARL6IP1.html
ARL6IP6	ENST00000326446.10	1	Low-record-burden interpretation-limited	true	13	1.000000	1.000000	0.000000	genes/ARL6IP6.html
ARMC12	ENST00000373866.4	3	Low-record-burden interpretation-limited	true	25	1.000000	1.000000	1.000000	genes/ARMC12.html
